Report Date,Year,Month,ISO3,Country or Area Name,Country Type,Daily Arrivals Land,Daily Arrivals Sea,Daily Arrivals Total,Cumulative Land,Cumulative Sea,Cumulative Total
31/1/2024,2024,1,ALB,Albania,Other,56,0,56,56,0,56
29/2/2024,2024,2,ALB,Albania,Other,59,0,59,115,0,115
31/3/2024,2024,3,ALB,Albania,Other,142,0,142,257,0,257
30/4/2024,2024,4,ALB,Albania,Other,169,0,169,426,0,426
31/5/2024,2024,5,ALB,Albania,Other,158,0,158,584,0,584
30/6/2024,2024,6,ALB,Albania,Other,119,0,119,703,0,703
31/1/2024,2024,1,BGR,Bulgaria,First Arrival,396,0,396,396,0,396
29/2/2024,2024,2,BGR,Bulgaria,First Arrival,329,0,329,725,0,725
31/3/2024,2024,3,BGR,Bulgaria,First Arrival,317,0,317,"1,042",0,"1,042"
30/4/2024,2024,4,BGR,Bulgaria,First Arrival,529,0,529,"1,571",0,"1,571"
31/5/2024,2024,5,BGR,Bulgaria,First Arrival,686,0,686,"2,257",0,"2,257"
30/6/2024,2024,6,BGR,Bulgaria,First Arrival,943,0,943,"3,200",0,"3,200"
7/1/2024,2024,1,BIH,Bosnia and Herzegovina,Other,271,0,271,271,0,271
14/1/2024,2024,1,BIH,Bosnia and Herzegovina,Other,649,0,649,920,0,920
21/1/2024,2024,1,BIH,Bosnia and Herzegovina,Other,833,0,833,"1,753",0,"1,753"
28/1/2024,2024,1,BIH,Bosnia and Herzegovina,Other,754,0,754,"2,507",0,"2,507"
4/2/2024,2024,2,BIH,Bosnia and Herzegovina,Other,446,0,446,"2,953",0,"2,953"
11/2/2024,2024,2,BIH,Bosnia and Herzegovina,Other,307,0,307,"3,260",0,"3,260"
18/2/2024,2024,2,BIH,Bosnia and Herzegovina,Other,290,0,290,"3,550",0,"3,550"
25/2/2024,2024,2,BIH,Bosnia and Herzegovina,Other,570,0,570,"4,120",0,"4,120"
3/3/2024,2024,3,BIH,Bosnia and Herzegovina,Other,431,0,431,"4,551",0,"4,551"
10/3/2024,2024,3,BIH,Bosnia and Herzegovina,Other,465,0,465,"5,016",0,"5,016"
17/3/2024,2024,3,BIH,Bosnia and Herzegovina,Other,542,0,542,"5,558",0,"5,558"
24/3/2024,2024,3,BIH,Bosnia and Herzegovina,Other,534,0,534,"6,092",0,"6,092"
31/3/2024,2024,3,BIH,Bosnia and Herzegovina,Other,452,0,452,"6,544",0,"6,544"
7/4/2024,2024,4,BIH,Bosnia and Herzegovina,Other,396,0,396,"6,940",0,"6,940"
14/4/2024,2024,4,BIH,Bosnia and Herzegovina,Other,459,0,459,"7,399",0,"7,399"
21/4/2024,2024,4,BIH,Bosnia and Herzegovina,Other,480,0,480,"7,879",0,"7,879"
28/4/2024,2024,4,BIH,Bosnia and Herzegovina,Other,495,0,495,"8,374",0,"8,374"
5/5/2024,2024,5,BIH,Bosnia and Herzegovina,Other,202,0,202,"8,576",0,"8,576"
12/5/2024,2024,5,BIH,Bosnia and Herzegovina,Other,528,0,528,"9,104",0,"9,104"
19/5/2024,2024,5,BIH,Bosnia and Herzegovina,Other,528,0,528,"9,632",0,"9,632"
26/5/2024,2024,5,BIH,Bosnia and Herzegovina,Other,508,0,508,"10,140",0,"10,140"
2/6/2024,2024,6,BIH,Bosnia and Herzegovina,Other,389,0,389,"10,529",0,"10,529"
9/6/2024,2024,6,BIH,Bosnia and Herzegovina,Other,348,0,348,"10,877",0,"10,877"
16/6/2024,2024,6,BIH,Bosnia and Herzegovina,Other,538,0,538,"11,415",0,"11,415"
23/6/2024,2024,6,BIH,Bosnia and Herzegovina,Other,429,0,429,"11,844",0,"11,844"
30/6/2024,2024,6,BIH,Bosnia and Herzegovina,Other,490,0,490,"12,334",0,"12,334"
31/1/2024,2024,1,CYP,Cyprus,First Arrival,0,975,975,0,975,975
29/2/2024,2024,2,CYP,Cyprus,First Arrival,0,800,800,0,"1,775","1,775"
31/3/2024,2024,3,CYP,Cyprus,First Arrival,0,"1,140","1,140",0,"2,915","2,915"
30/4/2024,2024,4,CYP,Cyprus,First Arrival,0,"1,525","1,525",0,"4,440","4,440"
31/5/2024,2024,5,CYP,Cyprus,First Arrival,0,280,280,0,"4,720","4,720"
30/6/2024,2024,6,CYP,Cyprus,First Arrival,0,170,170,0,"4,890","4,890"
1/1/2024,2024,1,ESP,Spain,First Arrival,0,211,211,0,211,211
2/1/2024,2024,1,ESP,Spain,First Arrival,0,259,259,0,470,470
3/1/2024,2024,1,ESP,Spain,First Arrival,0,269,269,0,739,739
4/1/2024,2024,1,ESP,Spain,First Arrival,0,373,373,0,"1,112","1,112"
5/1/2024,2024,1,ESP,Spain,First Arrival,0,53,53,0,"1,165","1,165"
6/1/2024,2024,1,ESP,Spain,First Arrival,0,268,268,0,"1,433","1,433"
7/1/2024,2024,1,ESP,Spain,First Arrival,0,170,170,0,"1,603","1,603"
8/1/2024,2024,1,ESP,Spain,First Arrival,0,216,216,0,"1,819","1,819"
10/1/2024,2024,1,ESP,Spain,First Arrival,0,323,323,0,"2,142","2,142"
11/1/2024,2024,1,ESP,Spain,First Arrival,0,184,184,0,"2,326","2,326"
12/1/2024,2024,1,ESP,Spain,First Arrival,0,346,346,0,"2,672","2,672"
13/1/2024,2024,1,ESP,Spain,First Arrival,0,219,219,0,"2,891","2,891"
14/1/2024,2024,1,ESP,Spain,First Arrival,0,648,648,0,"3,539","3,539"
15/1/2024,2024,1,ESP,Spain,First Arrival,20,119,139,20,"3,658","3,678"
16/1/2024,2024,1,ESP,Spain,First Arrival,0,134,134,20,"3,792","3,812"
17/1/2024,2024,1,ESP,Spain,First Arrival,0,58,58,20,"3,850","3,870"
18/1/2024,2024,1,ESP,Spain,First Arrival,0,178,178,20,"4,028","4,048"
19/1/2024,2024,1,ESP,Spain,First Arrival,0,118,118,20,"4,146","4,166"
20/1/2024,2024,1,ESP,Spain,First Arrival,0,118,118,20,"4,264","4,284"
21/1/2024,2024,1,ESP,Spain,First Arrival,0,144,144,20,"4,408","4,428"
22/1/2024,2024,1,ESP,Spain,First Arrival,0,84,84,20,"4,492","4,512"
23/1/2024,2024,1,ESP,Spain,First Arrival,0,110,110,20,"4,602","4,622"
24/1/2024,2024,1,ESP,Spain,First Arrival,0,74,74,20,"4,676","4,696"
25/1/2024,2024,1,ESP,Spain,First Arrival,0,151,151,20,"4,827","4,847"
26/1/2024,2024,1,ESP,Spain,First Arrival,0,533,533,20,"5,360","5,380"
27/1/2024,2024,1,ESP,Spain,First Arrival,0,769,769,20,"6,129","6,149"
28/1/2024,2024,1,ESP,Spain,First Arrival,0,672,672,20,"6,801","6,821"
29/1/2024,2024,1,ESP,Spain,First Arrival,0,376,376,20,"7,177","7,197"
30/1/2024,2024,1,ESP,Spain,First Arrival,0,617,617,20,"7,794","7,814"
31/1/2024,2024,1,ESP,Spain,First Arrival,73,180,253,93,"7,974","8,067"
1/2/2024,2024,2,ESP,Spain,First Arrival,0,678,678,93,"8,652","8,745"
2/2/2024,2024,2,ESP,Spain,First Arrival,0,509,509,93,"9,161","9,254"
3/2/2024,2024,2,ESP,Spain,First Arrival,0,256,256,93,"9,417","9,510"
4/2/2024,2024,2,ESP,Spain,First Arrival,0,472,472,93,"9,889","9,982"
5/2/2024,2024,2,ESP,Spain,First Arrival,0,638,638,93,"10,527","10,620"
6/2/2024,2024,2,ESP,Spain,First Arrival,0,363,363,93,"10,890","10,983"
7/2/2024,2024,2,ESP,Spain,First Arrival,0,235,235,93,"11,125","11,218"
8/2/2024,2024,2,ESP,Spain,First Arrival,0,541,541,93,"11,666","11,759"
9/2/2024,2024,2,ESP,Spain,First Arrival,0,195,195,93,"11,861","11,954"
10/2/2024,2024,2,ESP,Spain,First Arrival,0,277,277,93,"12,138","12,231"
11/2/2024,2024,2,ESP,Spain,First Arrival,0,184,184,93,"12,322","12,415"
12/2/2024,2024,2,ESP,Spain,First Arrival,0,247,247,93,"12,569","12,662"
14/2/2024,2024,2,ESP,Spain,First Arrival,0,111,111,93,"12,680","12,773"
15/2/2024,2024,2,ESP,Spain,First Arrival,252,277,529,345,"12,957","13,302"
17/2/2024,2024,2,ESP,Spain,First Arrival,0,10,10,345,"12,967","13,312"
19/2/2024,2024,2,ESP,Spain,First Arrival,0,9,9,345,"12,976","13,321"
20/2/2024,2024,2,ESP,Spain,First Arrival,0,28,28,345,"13,004","13,349"
21/2/2024,2024,2,ESP,Spain,First Arrival,0,16,16,345,"13,020","13,365"
22/2/2024,2024,2,ESP,Spain,First Arrival,0,141,141,345,"13,161","13,506"
23/2/2024,2024,2,ESP,Spain,First Arrival,0,41,41,345,"13,202","13,547"
25/2/2024,2024,2,ESP,Spain,First Arrival,0,42,42,345,"13,244","13,589"
29/2/2024,2024,2,ESP,Spain,First Arrival,205,241,446,550,"13,485","14,035"
6/3/2024,2024,3,ESP,Spain,First Arrival,0,68,68,550,"13,553","14,103"
9/3/2024,2024,3,ESP,Spain,First Arrival,0,60,60,550,"13,613","14,163"
11/3/2024,2024,3,ESP,Spain,First Arrival,0,38,38,550,"13,651","14,201"
14/3/2024,2024,3,ESP,Spain,First Arrival,0,45,45,550,"13,696","14,246"
15/3/2024,2024,3,ESP,Spain,First Arrival,193,633,826,743,"14,329","15,072"
16/3/2024,2024,3,ESP,Spain,First Arrival,0,22,22,743,"14,351","15,094"
17/3/2024,2024,3,ESP,Spain,First Arrival,0,278,278,743,"14,629","15,372"
18/3/2024,2024,3,ESP,Spain,First Arrival,0,42,42,743,"14,671","15,414"
19/3/2024,2024,3,ESP,Spain,First Arrival,0,89,89,743,"14,760","15,503"
20/3/2024,2024,3,ESP,Spain,First Arrival,0,90,90,743,"14,850","15,593"
21/3/2024,2024,3,ESP,Spain,First Arrival,0,53,53,743,"14,903","15,646"
22/3/2024,2024,3,ESP,Spain,First Arrival,0,12,12,743,"14,915","15,658"
26/3/2024,2024,3,ESP,Spain,First Arrival,0,39,39,743,"14,954","15,697"
27/3/2024,2024,3,ESP,Spain,First Arrival,0,53,53,743,"15,007","15,750"
28/3/2024,2024,3,ESP,Spain,First Arrival,0,124,124,743,"15,131","15,874"
29/3/2024,2024,3,ESP,Spain,First Arrival,0,50,50,743,"15,181","15,924"
30/3/2024,2024,3,ESP,Spain,First Arrival,0,171,171,743,"15,352","16,095"
31/3/2024,2024,3,ESP,Spain,First Arrival,62,-1,61,805,"15,351","16,156"
1/4/2024,2024,4,ESP,Spain,First Arrival,0,57,57,805,"15,408","16,213"
2/4/2024,2024,4,ESP,Spain,First Arrival,0,159,159,805,"15,567","16,372"
3/4/2024,2024,4,ESP,Spain,First Arrival,0,2,2,805,"15,569","16,374"
4/4/2024,2024,4,ESP,Spain,First Arrival,0,65,65,805,"15,634","16,439"
5/4/2024,2024,4,ESP,Spain,First Arrival,0,81,81,805,"15,715","16,520"
6/4/2024,2024,4,ESP,Spain,First Arrival,0,140,140,805,"15,855","16,660"
11/4/2024,2024,4,ESP,Spain,First Arrival,0,71,71,805,"15,926","16,731"
12/4/2024,2024,4,ESP,Spain,First Arrival,0,18,18,805,"15,944","16,749"
13/4/2024,2024,4,ESP,Spain,First Arrival,0,124,124,805,"16,068","16,873"
14/4/2024,2024,4,ESP,Spain,First Arrival,0,220,220,805,"16,288","17,093"
15/4/2024,2024,4,ESP,Spain,First Arrival,103,416,519,908,"16,704","17,612"
16/4/2024,2024,4,ESP,Spain,First Arrival,0,529,529,908,"17,233","18,141"
17/4/2024,2024,4,ESP,Spain,First Arrival,0,133,133,908,"17,366","18,274"
18/4/2024,2024,4,ESP,Spain,First Arrival,0,232,232,908,"17,598","18,506"
19/4/2024,2024,4,ESP,Spain,First Arrival,0,132,132,908,"17,730","18,638"
20/4/2024,2024,4,ESP,Spain,First Arrival,0,275,275,908,"18,005","18,913"
21/4/2024,2024,4,ESP,Spain,First Arrival,0,86,86,908,"18,091","18,999"
22/4/2024,2024,4,ESP,Spain,First Arrival,0,57,57,908,"18,148","19,056"
24/4/2024,2024,4,ESP,Spain,First Arrival,0,21,21,908,"18,169","19,077"
26/4/2024,2024,4,ESP,Spain,First Arrival,0,34,34,908,"18,203","19,111"
27/4/2024,2024,4,ESP,Spain,First Arrival,0,116,116,908,"18,319","19,227"
28/4/2024,2024,4,ESP,Spain,First Arrival,0,271,271,908,"18,590","19,498"
29/4/2024,2024,4,ESP,Spain,First Arrival,0,120,120,908,"18,710","19,618"
2/5/2024,2024,5,ESP,Spain,First Arrival,49,205,254,957,"18,915","19,872"
4/5/2024,2024,5,ESP,Spain,First Arrival,0,138,138,957,"19,053","20,010"
5/5/2024,2024,5,ESP,Spain,First Arrival,0,3,3,957,"19,056","20,013"
6/5/2024,2024,5,ESP,Spain,First Arrival,0,57,57,957,"19,113","20,070"
7/5/2024,2024,5,ESP,Spain,First Arrival,0,4,4,957,"19,117","20,074"
8/5/2024,2024,5,ESP,Spain,First Arrival,0,52,52,957,"19,169","20,126"
9/5/2024,2024,5,ESP,Spain,First Arrival,0,265,265,957,"19,434","20,391"
11/5/2024,2024,5,ESP,Spain,First Arrival,0,129,129,957,"19,563","20,520"
12/5/2024,2024,5,ESP,Spain,First Arrival,0,19,19,957,"19,582","20,539"
13/5/2024,2024,5,ESP,Spain,First Arrival,0,183,183,957,"19,765","20,722"
15/5/2024,2024,5,ESP,Spain,First Arrival,51,125,176,"1,008","19,890","20,898"
17/5/2024,2024,5,ESP,Spain,First Arrival,0,126,126,"1,008","20,016","21,024"
19/5/2024,2024,5,ESP,Spain,First Arrival,0,94,94,"1,008","20,110","21,118"
20/5/2024,2024,5,ESP,Spain,First Arrival,0,21,21,"1,008","20,131","21,139"
21/5/2024,2024,5,ESP,Spain,First Arrival,0,105,105,"1,008","20,236","21,244"
22/5/2024,2024,5,ESP,Spain,First Arrival,0,5,5,"1,008","20,241","21,249"
23/5/2024,2024,5,ESP,Spain,First Arrival,0,219,219,"1,008","20,460","21,468"
24/5/2024,2024,5,ESP,Spain,First Arrival,0,63,63,"1,008","20,523","21,531"
25/5/2024,2024,5,ESP,Spain,First Arrival,0,4,4,"1,008","20,527","21,535"
26/5/2024,2024,5,ESP,Spain,First Arrival,0,58,58,"1,008","20,585","21,593"
27/5/2024,2024,5,ESP,Spain,First Arrival,0,60,60,"1,008","20,645","21,653"
30/5/2024,2024,5,ESP,Spain,First Arrival,0,83,83,"1,008","20,728","21,736"
31/5/2024,2024,5,ESP,Spain,First Arrival,64,183,247,"1,072","20,911","21,983"
1/6/2024,2024,6,ESP,Spain,First Arrival,0,49,49,"1,072","20,960","22,032"
2/6/2024,2024,6,ESP,Spain,First Arrival,0,61,61,"1,072","21,021","22,093"
3/6/2024,2024,6,ESP,Spain,First Arrival,0,33,33,"1,072","21,054","22,126"
4/6/2024,2024,6,ESP,Spain,First Arrival,0,66,66,"1,072","21,120","22,192"
5/6/2024,2024,6,ESP,Spain,First Arrival,0,476,476,"1,072","21,596","22,668"
6/6/2024,2024,6,ESP,Spain,First Arrival,0,108,108,"1,072","21,704","22,776"
7/6/2024,2024,6,ESP,Spain,First Arrival,0,64,64,"1,072","21,768","22,840"
8/6/2024,2024,6,ESP,Spain,First Arrival,0,535,535,"1,072","22,303","23,375"
9/6/2024,2024,6,ESP,Spain,First Arrival,0,222,222,"1,072","22,525","23,597"
10/6/2024,2024,6,ESP,Spain,First Arrival,0,145,145,"1,072","22,670","23,742"
13/6/2024,2024,6,ESP,Spain,First Arrival,0,108,108,"1,072","22,778","23,850"
14/6/2024,2024,6,ESP,Spain,First Arrival,0,45,45,"1,072","22,823","23,895"
15/6/2024,2024,6,ESP,Spain,First Arrival,51,214,265,"1,123","23,037","24,160"
18/6/2024,2024,6,ESP,Spain,First Arrival,0,63,63,"1,123","23,100","24,223"
19/6/2024,2024,6,ESP,Spain,First Arrival,0,109,109,"1,123","23,209","24,332"
21/6/2024,2024,6,ESP,Spain,First Arrival,0,68,68,"1,123","23,277","24,400"
22/6/2024,2024,6,ESP,Spain,First Arrival,0,62,62,"1,123","23,339","24,462"
23/6/2024,2024,6,ESP,Spain,First Arrival,0,177,177,"1,123","23,516","24,639"
24/6/2024,2024,6,ESP,Spain,First Arrival,0,47,47,"1,123","23,563","24,686"
26/6/2024,2024,6,ESP,Spain,First Arrival,0,8,8,"1,123","23,571","24,694"
27/6/2024,2024,6,ESP,Spain,First Arrival,0,102,102,"1,123","23,673","24,796"
30/6/2024,2024,6,ESP,Spain,First Arrival,49,53,102,"1,172","23,726","24,898"
1/1/2024,2024,1,GRC,Greece,First Arrival,0,134,134,0,134,134
2/1/2024,2024,1,GRC,Greece,First Arrival,0,109,109,0,243,243
3/1/2024,2024,1,GRC,Greece,First Arrival,0,28,28,0,271,271
4/1/2024,2024,1,GRC,Greece,First Arrival,0,1,1,0,272,272
5/1/2024,2024,1,GRC,Greece,First Arrival,0,56,56,0,328,328
6/1/2024,2024,1,GRC,Greece,First Arrival,0,113,113,0,441,441
7/1/2024,2024,1,GRC,Greece,First Arrival,0,31,31,0,472,472
8/1/2024,2024,1,GRC,Greece,First Arrival,0,55,55,0,527,527
9/1/2024,2024,1,GRC,Greece,First Arrival,0,47,47,0,574,574
10/1/2024,2024,1,GRC,Greece,First Arrival,0,132,132,0,706,706
11/1/2024,2024,1,GRC,Greece,First Arrival,0,65,65,0,771,771
12/1/2024,2024,1,GRC,Greece,First Arrival,0,132,132,0,903,903
13/1/2024,2024,1,GRC,Greece,First Arrival,0,84,84,0,987,987
14/1/2024,2024,1,GRC,Greece,First Arrival,0,66,66,0,"1,053","1,053"
15/1/2024,2024,1,GRC,Greece,First Arrival,0,361,361,0,"1,414","1,414"
16/1/2024,2024,1,GRC,Greece,First Arrival,0,7,7,0,"1,421","1,421"
17/1/2024,2024,1,GRC,Greece,First Arrival,0,46,46,0,"1,467","1,467"
18/1/2024,2024,1,GRC,Greece,First Arrival,0,123,123,0,"1,590","1,590"
19/1/2024,2024,1,GRC,Greece,First Arrival,0,51,51,0,"1,641","1,641"
20/1/2024,2024,1,GRC,Greece,First Arrival,0,108,108,0,"1,749","1,749"
21/1/2024,2024,1,GRC,Greece,First Arrival,0,51,51,0,"1,800","1,800"
22/1/2024,2024,1,GRC,Greece,First Arrival,0,2,2,0,"1,802","1,802"
23/1/2024,2024,1,GRC,Greece,First Arrival,0,184,184,0,"1,986","1,986"
24/1/2024,2024,1,GRC,Greece,First Arrival,0,57,57,0,"2,043","2,043"
25/1/2024,2024,1,GRC,Greece,First Arrival,0,19,19,0,"2,062","2,062"
26/1/2024,2024,1,GRC,Greece,First Arrival,0,270,270,0,"2,332","2,332"
27/1/2024,2024,1,GRC,Greece,First Arrival,0,40,40,0,"2,372","2,372"
28/1/2024,2024,1,GRC,Greece,First Arrival,0,150,150,0,"2,522","2,522"
29/1/2024,2024,1,GRC,Greece,First Arrival,0,297,297,0,"2,819","2,819"
30/1/2024,2024,1,GRC,Greece,First Arrival,0,82,82,0,"2,901","2,901"
31/1/2024,2024,1,GRC,Greece,First Arrival,321,406,727,321,"3,307","3,628"
1/2/2024,2024,2,GRC,Greece,First Arrival,0,49,49,321,"3,356","3,677"
2/2/2024,2024,2,GRC,Greece,First Arrival,0,61,61,321,"3,417","3,738"
3/2/2024,2024,2,GRC,Greece,First Arrival,0,164,164,321,"3,581","3,902"
4/2/2024,2024,2,GRC,Greece,First Arrival,0,126,126,321,"3,707","4,028"
6/2/2024,2024,2,GRC,Greece,First Arrival,0,130,130,321,"3,837","4,158"
7/2/2024,2024,2,GRC,Greece,First Arrival,0,167,167,321,"4,004","4,325"
8/2/2024,2024,2,GRC,Greece,First Arrival,0,25,25,321,"4,029","4,350"
9/2/2024,2024,2,GRC,Greece,First Arrival,0,79,79,321,"4,108","4,429"
10/2/2024,2024,2,GRC,Greece,First Arrival,0,81,81,321,"4,189","4,510"
11/2/2024,2024,2,GRC,Greece,First Arrival,0,114,114,321,"4,303","4,624"
13/2/2024,2024,2,GRC,Greece,First Arrival,0,123,123,321,"4,426","4,747"
14/2/2024,2024,2,GRC,Greece,First Arrival,0,138,138,321,"4,564","4,885"
15/2/2024,2024,2,GRC,Greece,First Arrival,0,340,340,321,"4,904","5,225"
16/2/2024,2024,2,GRC,Greece,First Arrival,0,69,69,321,"4,973","5,294"
17/2/2024,2024,2,GRC,Greece,First Arrival,0,270,270,321,"5,243","5,564"
18/2/2024,2024,2,GRC,Greece,First Arrival,0,134,134,321,"5,377","5,698"
19/2/2024,2024,2,GRC,Greece,First Arrival,0,33,33,321,"5,410","5,731"
20/2/2024,2024,2,GRC,Greece,First Arrival,0,219,219,321,"5,629","5,950"
21/2/2024,2024,2,GRC,Greece,First Arrival,0,304,304,321,"5,933","6,254"
22/2/2024,2024,2,GRC,Greece,First Arrival,0,91,91,321,"6,024","6,345"
23/2/2024,2024,2,GRC,Greece,First Arrival,0,57,57,321,"6,081","6,402"
24/2/2024,2024,2,GRC,Greece,First Arrival,0,192,192,321,"6,273","6,594"
25/2/2024,2024,2,GRC,Greece,First Arrival,0,81,81,321,"6,354","6,675"
26/2/2024,2024,2,GRC,Greece,First Arrival,0,35,35,321,"6,389","6,710"
27/2/2024,2024,2,GRC,Greece,First Arrival,0,13,13,321,"6,402","6,723"
28/2/2024,2024,2,GRC,Greece,First Arrival,0,172,172,321,"6,574","6,895"
29/2/2024,2024,2,GRC,Greece,First Arrival,366,683,"1,049",687,"7,257","7,944"
1/3/2024,2024,3,GRC,Greece,First Arrival,0,35,35,687,"7,292","7,979"
2/3/2024,2024,3,GRC,Greece,First Arrival,0,96,96,687,"7,388","8,075"
3/3/2024,2024,3,GRC,Greece,First Arrival,0,4,4,687,"7,392","8,079"
4/3/2024,2024,3,GRC,Greece,First Arrival,0,91,91,687,"7,483","8,170"
5/3/2024,2024,3,GRC,Greece,First Arrival,0,106,106,687,"7,589","8,276"
6/3/2024,2024,3,GRC,Greece,First Arrival,0,25,25,687,"7,614","8,301"
7/3/2024,2024,3,GRC,Greece,First Arrival,0,21,21,687,"7,635","8,322"
8/3/2024,2024,3,GRC,Greece,First Arrival,0,54,54,687,"7,689","8,376"
9/3/2024,2024,3,GRC,Greece,First Arrival,0,72,72,687,"7,761","8,448"
11/3/2024,2024,3,GRC,Greece,First Arrival,0,63,63,687,"7,824","8,511"
12/3/2024,2024,3,GRC,Greece,First Arrival,0,33,33,687,"7,857","8,544"
13/3/2024,2024,3,GRC,Greece,First Arrival,0,75,75,687,"7,932","8,619"
14/3/2024,2024,3,GRC,Greece,First Arrival,0,42,42,687,"7,974","8,661"
15/3/2024,2024,3,GRC,Greece,First Arrival,0,106,106,687,"8,080","8,767"
16/3/2024,2024,3,GRC,Greece,First Arrival,0,49,49,687,"8,129","8,816"
17/3/2024,2024,3,GRC,Greece,First Arrival,0,65,65,687,"8,194","8,881"
18/3/2024,2024,3,GRC,Greece,First Arrival,0,89,89,687,"8,283","8,970"
19/3/2024,2024,3,GRC,Greece,First Arrival,0,120,120,687,"8,403","9,090"
20/3/2024,2024,3,GRC,Greece,First Arrival,0,44,44,687,"8,447","9,134"
